chapter,code,description
53,531100**00-**-00,Of ramie
53,5311001000-10-00,Of ramie
53,5311009000-90-00,Other
54,540110**00-**-00,Polyester filament surrounded by cotton fibres
54,5401101*00-1*-00,Polyester filament surrounded by cotton fibres
54,5401101200-12-00,Polyester filament surrounded by cotton fibres
54,5401101400-14-00,Other
54,5401101600-16-00,Textured yarn
54,5401101800-18-00,Other
54,5401109000-90-00,Put up for retail sale
54,540120**00-**-00,Not put up for retail sale
54,5401201000-10-00,Not put up for retail sale
54,5401209000-90-00,Put up for retail sale
54,5402110000-00-00,Of aramids
54,5402190000-00-00,Other
54,5402200000-00-00,"High tenacity yarn of polyesters, whether or not textured"
54,5402310000-00-00,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex"
54,5402320000-00-00,"Of nylon or other polyamides, measuring per single yarn more than 50 tex"
54,5402330000-00-00,Of polyesters
54,5402340000-00-00,Of polypropylene
54,5402390000-00-00,Other
54,5402440000-00-00,Elastomeric
54,5402450000-00-00,"Other, of nylon or other polyamides"
54,5402460000-00-00,"Other, of polyesters, partially oriented"
54,5402470000-00-00,"Other, of polyesters"
54,5402480000-00-00,"Other, of polypropylene"
54,5402490000-00-00,Other
54,5402510000-00-00,Of nylon or other polyamides
54,5402520000-00-00,Of polyesters
54,5402530000-00-00,Of polypropylene
54,5402590000-00-00,Other
54,5402610000-00-00,Of nylon or other polyamides
54,5402620000-00-00,Of polyesters
54,5402630000-00-00,Of polypropylene
54,5402690000-00-00,Other
54,5403100000-00-00,High-tenacity yarn of viscose rayon
54,5403310000-00-00,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre"
54,5403320000-00-00,"Of viscose rayon, with a twist exceeding 120 turns per metre"
54,5403330000-00-00,Of cellulose acetate
54,5403390000-00-00,Other
54,5403410000-00-00,Of viscose rayon
54,5403420000-00-00,Of cellulose acetate
54,5403490000-00-00,Other
54,5404110000-00-00,Elastomeric
54,5404120000-00-00,"Other, of polypropylene"
54,5404190000-00-00,Other
54,540490**00-**-00,Of polypropylene
54,5404901000-10-00,Of polypropylene
54,5404909000-90-00,Other
54,5405000000-00-00,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw), of artificial textile materials, of an apparent width not exceeding 5 mm"
54,5406000000-00-00,"Man-made filament yarn (other than sewing thread), put up for retail sale"
54,5407100000-00-00,Woven fabrics obtained from high-tenacity yarn of nylon or other polyamides or of polyesters
54,540720**00-**-00,Less than 3 m
54,5407201*00-1*-00,Less than 3 m
54,5407201100-11-00,Less than 3 m
54,5407201900-19-00,3 m or more
54,5407209000-90-00,Other
54,5407300000-00-00,Fabrics specified in note 9 to Section XI
54,5407410000-00-00,Unbleached or bleached
54,5407420000-00-00,Dyed
54,5407430000-00-00,Of yarns of different colours
54,5407440000-00-00,Printed
54,5407510000-00-00,Unbleached or bleached
54,5407520000-00-00,Dyed
54,5407530000-00-00,Of yarns of different colours
54,5407540000-00-00,Printed
54,540761**00-**-00,Unbleached or bleached
54,5407611000-10-00,Unbleached or bleached
54,5407613000-30-00,Dyed
54,5407615000-50-00,Of yarns of different colours
54,5407619000-90-00,Printed
54,540769**00-**-00,Unbleached or bleached
54,5407691000-10-00,Unbleached or bleached
54,5407699000-90-00,Other
54,5407710000-00-00,Unbleached or bleached
54,5407720000-00-00,Dyed
54,5407730000-00-00,Of yarns of different colours
54,5407740000-00-00,Printed
54,5407810000-00-00,Unbleached or bleached
54,5407820000-00-00,Dyed
54,5407830000-00-00,Of yarns of different colours
54,5407840000-00-00,Printed
54,5407910000-00-00,Unbleached or bleached
54,5407920000-00-00,Dyed
54,5407930000-00-00,Of yarns of different colours
54,5407940000-00-00,Printed
54,5408100000-00-00,Woven fabrics obtained from high-tenacity yarn of viscose rayon
54,5408210000-00-00,Unbleached or bleached
54,540822**00-**-00,"Of a width exceeding 135 cm but not exceeding 155 cm, plain weave, twill weave, cross twill weave or satin weave"
54,5408221000-10-00,"Of a width exceeding 135 cm but not exceeding 155 cm, plain weave, twill weave, cross twill weave or satin weave"
54,5408229000-90-00,Other
54,5408230000-00-00,Of yarns of different colours
54,5408240000-00-00,Printed
54,5408310000-00-00,Unbleached or bleached
54,5408320000-00-00,Dyed
54,5408330000-00-00,Of yarns of different colours
54,5408340000-00-00,Printed
55,5501100000-00-00,Of nylon or other polyamides
55,5501200000-00-00,Of polyesters
55,5501300000-00-00,Acrylic or modacrylic
55,5501400000-00-00,Of polypropylene
55,5501900000-00-00,Other
55,5502100000-00-00,Of cellulose acetate
55,5502900000-00-00,Other
55,5503110000-00-00,Of aramids
55,5503190000-00-00,Other
55,5503200000-00-00,Of polyesters
55,5503300000-00-00,Acrylic or modacrylic
55,5503400000-00-00,Of polypropylene
55,5503900000-00-00,Other
55,5504100000-00-00,Of viscose rayon
55,5504900000-00-00,Other
55,550510**00-**-00,Of nylon or other polyamides
55,5505101000-10-00,Of nylon or other polyamides
55,5505103000-30-00,Of polyesters
55,5505105000-50-00,Acrylic or modacrylic
55,5505107000-70-00,Of polypropylene
55,5505109000-90-00,Other
55,5505200000-00-00,Of artificial fibres
55,5506100000-00-00,Of nylon or other polyamides
55,5506200000-00-00,Of polyesters
55,5506300000-00-00,Acrylic or modacrylic
55,5506400000-00-00,Of polypropylene
55,5506900000-00-00,Other
55,5507000000-00-00,"Artificial staple fibres, carded, combed or otherwise processed for spinning"
55,550810**00-**-00,Not put up for retail sale
55,5508101000-10-00,Not put up for retail sale
55,5508109000-90-00,Put up for retail sale
55,550820**00-**-00,Not put up for retail sale
55,5508201000-10-00,Not put up for retail sale
55,5508209000-90-00,Put up for retail sale
55,5509110000-00-00,Single yarn
55,5509120000-00-00,Multiple (folded) or cabled yarn
55,5509210000-00-00,Single yarn
55,5509220000-00-00,Multiple (folded) or cabled yarn
55,5509310000-00-00,Single yarn
55,5509320000-00-00,Multiple (folded) or cabled yarn
55,5509410000-00-00,Single yarn
55,5509420000-00-00,Multiple (folded) or cabled yarn
55,5509510000-00-00,Mixed mainly or solely with artificial staple fibres
55,5509520000-00-00,Mixed mainly or solely with wool or fine animal hair
55,5509530000-00-00,Mixed mainly or solely with cotton
55,5509590000-00-00,Other
55,5509610000-00-00,Mixed mainly or solely with wool or fine animal hair
55,5509620000-00-00,Mixed mainly or solely with cotton
55,5509690000-00-00,Other
55,5509910000-00-00,Mixed mainly or solely with wool or fine animal hair
55,5509920000-00-00,Mixed mainly or solely with cotton
55,5509990000-00-00,Other
55,5510110000-00-00,Single yarn
55,5510120000-00-00,Multiple (folded) or cabled yarn
55,5510200000-00-00,"Other yarn, mixed mainly or solely with wool or fine animal hair"
55,5510300000-00-00,"Other yarn, mixed mainly or solely with cotton"
55,5510900000-00-00,Other yarn
55,5511100000-00-00,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres"
55,5511200000-00-00,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres"
55,5511300000-00-00,Of artificial staple fibres
55,5512110000-00-00,Unbleached or bleached
55,551219**00-**-00,Printed
55,5512191000-10-00,Printed
55,5512199000-90-00,Other
55,5512210000-00-00,Unbleached or bleached
55,551229**00-**-00,Printed
55,5512291000-10-00,Printed
55,5512299000-90-00,Other
55,5512910000-00-00,Unbleached or bleached
55,551299**00-**-00,Printed
55,5512991000-10-00,Printed
55,5512999000-90-00,Other
55,551311**00-**-00,Of a width of 165 cm or less
55,5513112000-20-00,Of a width of 165 cm or less
55,5513119000-90-00,Of a width of more than 165 cm
55,5513120000-00-00,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
55,5513130000-00-00,Other woven fabrics of polyester staple fibres
55,5513190000-00-00,Other woven fabrics
55,5513210000-00-00,"Of polyester staple fibres, plain weave"
55,551323**00-**-00,"3-thread or 4-thread twill, including cross twill"
55,5513231000-10-00,"3-thread or 4-thread twill, including cross twill"
55,5513239000-90-00,Other
55,5513290000-00-00,Other woven fabrics
55,5513310000-00-00,"Of polyester staple fibres, plain weave"
55,5513390000-00-00,Other woven fabrics
55,5513410000-00-00,"Of polyester staple fibres, plain weave"
55,5513490000-00-00,Other woven fabrics
55,5514110000-00-00,"Of polyester staple fibres, plain weave"
55,5514120000-00-00,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
55,551419**00-**-00,Of polyester staple fibres
55,5514191000-10-00,Of polyester staple fibres
55,5514199000-90-00,Other
55,5514210000-00-00,"Of polyester staple fibres, plain weave"
55,5514220000-00-00,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
55,5514230000-00-00,Other woven fabrics of polyester staple fibres
55,5514290000-00-00,Other woven fabrics
55,551430**00-**-00,"Of polyester staple fibres, plain weave"
55,5514301000-10-00,"Of polyester staple fibres, plain weave"
55,5514303000-30-00,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
55,5514305000-50-00,Other woven fabrics of polyester staple fibres
55,5514309000-90-00,Other woven fabrics
55,5514410000-00-00,"Of polyester staple fibres, plain weave"
55,5514420000-00-00,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres"
55,5514430000-00-00,Other woven fabrics of polyester staple fibres
55,5514490000-00-00,Other woven fabrics
55,551511**00-**-00,Unbleached or bleached
55,5515111000-10-00,Unbleached or bleached
55,5515113000-30-00,Printed
55,5515119000-90-00,Other
55,551512**00-**-00,Unbleached or bleached
55,5515121000-10-00,Unbleached or bleached
55,5515123000-30-00,Printed
55,5515129000-90-00,Other
55,551513**00-**-00,Unbleached or bleached
55,5515131*00-1*-00,Unbleached or bleached
55,5515131100-11-00,Unbleached or bleached
55,5515131900-19-00,Other
55,5515139*00-9*-00,Unbleached or bleached
55,5515139100-91-00,Unbleached or bleached
55,5515139900-99-00,Other
55,551519**00-**-00,Unbleached or bleached
55,5515191000-10-00,Unbleached or bleached
55,5515193000-30-00,Printed
55,5515199000-90-00,Other
55,551521**00-**-00,Unbleached or bleached
55,5515211000-10-00,Unbleached or bleached
55,5515213000-30-00,Printed
55,5515219000-90-00,Other
55,551522**00-**-00,Unbleached or bleached
55,5515221*00-1*-00,Unbleached or bleached
55,5515221100-11-00,Unbleached or bleached
55,5515221900-19-00,Other
55,5515229*00-9*-00,Unbleached or bleached
55,5515229100-91-00,Unbleached or bleached
55,5515229900-99-00,Other
55,5515290000-00-00,Other
55,551591**00-**-00,Unbleached or bleached
55,5515911000-10-00,Unbleached or bleached
55,5515913000-30-00,Printed
55,5515919000-90-00,Other
55,551599**00-**-00,Unbleached or bleached
55,5515992000-20-00,Unbleached or bleached
55,5515994000-40-00,Printed
55,5515998000-80-00,Other
55,5516110000-00-00,Unbleached or bleached
55,5516120000-00-00,Dyed
55,5516130000-00-00,Of yarns of different colours
55,5516140000-00-00,Printed
55,5516210000-00-00,Unbleached or bleached
55,5516220000-00-00,Dyed
55,551623**00-**-00,Jacquard fabrics of a width of 140 cm or more (mattress tickings)
55,5516231000-10-00,Jacquard fabrics of a width of 140 cm or more (mattress tickings)
55,5516239000-90-00,Other
55,5516240000-00-00,Printed
55,5516310000-00-00,Unbleached or bleached
55,5516320000-00-00,Dyed
55,5516330000-00-00,Of yarns of different colours
55,5516340000-00-00,Printed
55,5516410000-00-00,Unbleached or bleached
55,5516420000-00-00,Dyed
55,5516430000-00-00,Of yarns of different colours
55,5516440000-00-00,Printed
55,5516910000-00-00,Unbleached or bleached
55,5516920000-00-00,Dyed
55,5516930000-00-00,Of yarns of different colours
55,5516940000-00-00,Printed
56,560121**00-**-00,Absorbent
56,5601211000-10-00,Absorbent
56,5601219000-90-00,Other
56,560122**00-**-00,Rolls of a diameter not exceeding 8 mm
56,5601221000-10-00,Rolls of a diameter not exceeding 8 mm
56,5601229000-90-00,Other
56,5601290000-00-00,Other
56,5601300000-00-00,Textile flock and dust and mill neps
56,560210**00-**-00,Of jute or other textile bast fibres of heading 5303
56,5602101*00-1*-00,Of jute or other textile bast fibres of heading 5303
56,5602101100-11-00,Of jute or other textile bast fibres of heading 5303
56,5602101900-19-00,Of other textile materials
56,5602103*00-3*-00,Of wool or fine animal hair
56,5602103100-31-00,Of wool or fine animal hair
56,5602103800-38-00,Of other textile materials
56,5602109000-90-00,"Impregnated, coated, covered or laminated"
56,5602210000-00-00,Of wool or fine animal hair
56,5602290000-00-00,Of other textile materials
56,5602900000-00-00,Other
56,560311**00-**-00,Coated or covered
56,5603111000-10-00,Coated or covered
56,5603119000-90-00,Other
56,560312**00-**-00,Coated or covered
56,5603121000-10-00,Coated or covered
56,5603129000-90-00,Other
56,560313**00-**-00,Coated or covered
56,5603131000-10-00,Coated or covered
56,5603139000-90-00,Other
56,560314**00-**-00,Coated or covered
56,5603141000-10-00,Coated or covered
56,5603149000-90-00,Other
56,560391**00-**-00,Coated or covered
56,5603911000-10-00,Coated or covered
56,5603919000-90-00,Other
56,560392**00-**-00,Coated or covered
56,5603921000-10-00,Coated or covered
56,5603929000-90-00,Other
56,560393**00-**-00,Coated or covered
56,5603931000-10-00,Coated or covered
56,5603939000-90-00,Other
56,560394**00-**-00,Coated or covered
56,5603941000-10-00,Coated or covered
56,5603949000-90-00,Other
56,5604100000-00-00,"Rubber thread and cord, textile covered"
56,560490**00-**-00,"High-tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated"
56,5604901000-10-00,"High-tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated"
